lugar,texto,calificacion,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
Corcovado National Park,"An Unforgettable Adventure in the Wild Heart of Costa Rica

If you’re planning a trip to Costa Rica, Corcovado National Park is an absolute must. Yes, it’s remote and takes time to get there including a boat ride that feels straight out of Jurassic Park but that’s all part of the adventure. The park’s isolation is exactly what makes it so special.

We did a one-day tour with a guide (which you’ll need to reserve in advance), and it was incredible. The biodiversity here is like nothing else we experienced —monkeys, Coatis, tapirs, scarlet macaws, and more, all in their natural habitat. It’s wild, untouched, and full of life.

Our guide was fantastic: knowledgeable, passionate, and able to spot wildlife we would’ve completely missed on our own.

Corcovado isn’t just a visit; it’s an experience. Highly recommend it if you’re looking to connect with nature in one of the most pristine places on Earth",5.0,parque,google_maps,en,"Una aventura inolvidable en el corazón salvaje de Costa Rica

Si está planeando un viaje a Costa Rica, el Parque Nacional Corcovado es una visita obligada. Sí, es remoto y lleva tiempo llegar allí, incluido un paseo en bote que parece sacado directamente de Jurassic Park, pero todo eso es parte de la aventura. El aislamiento del parque es exactamente lo que lo hace tan especial.

Hicimos un recorrido de un día con guía (que deberás reservar con anticipación) y fue increíble. La biodiversidad aquí no se parece a nada que hayamos experimentado: monos, coatíes, tapires, guacamayas rojas y más, todos en su hábitat natural. Es salvaje, intacto y lleno de vida.

Nuestro guía fue fantástico: conocedor, apasionado y capaz de detectar vida salvaje que nos hubiéramos perdido por nuestra cuenta.

Corcovado no es sólo una visita; es una experiencia. Lo recomiendo encarecidamente si buscas conectarte con la naturaleza en uno de los lugares más prístinos de la Tierra.",
Corcovado National Park,Increíble,5.0,parque,google_maps,unknown,Increíble,
Corcovado National Park,"Der Nationalpark ist nicht ganz leicht zu erreichen – mit dem Schnellboot geht es 1,5 Stunden weit hinaus und anschließend weiter an der Küste entlang. Schon die Fahrt dorthin ist ein Erlebnis für sich.

Vor Ort war ich überwältigt von der Artenvielfalt. Der Nationalpark ist kaum touristisch erschlossen: keine ausgebauten Wege, alles naturbelassen und wunderschön. Man muss gut aufpassen, wo man hintritt – große Spinnen und noch größere Schlangen kreuzten meinen Weg. Fledermäuse, Faultiere, Affen, Tapire, Krokodile und viele weitere Tiere konnte ich aus einer Nähe beobachten, wie ich sie nie zuvor erlebt habe. Es fühlte sich teilweise wie ein Traum an.

Mein persönliches Highlight war der Nasenbär. Ihn bekommt man dort nicht allzu häufig zu sehen – ich hatte Glück. Das war einer der schönsten und eindrucksvollsten Ausflüge, die ich je gemacht habe. Der Aufwand, der Weg, die Zeit und die Kosten haben sich absolut gelohnt.",5.0,parque,google_maps,de,"No es tan fácil llegar al parque nacional: se tarda 1,5 horas en lancha rápida y luego se continúa por la costa. El viaje hasta allí es una experiencia en sí misma.

Una vez allí, quedé abrumado por la biodiversidad. El parque nacional apenas está desarrollado para el turismo: no hay senderos desarrollados, todo es natural y hermoso. Tienes que tener cuidado al pisar: arañas grandes y serpientes aún más grandes se cruzaron en mi camino. Pude observar murciélagos, perezosos, monos, tapires, cocodrilos y muchos otros animales de cerca como nunca antes los había visto. Por momentos parecía un sueño.

Mi punto culminante personal fue el coatí. No lo ves allí muy a menudo; tuve suerte. Este fue uno de los viajes más bellos e impresionantes que he realizado. El esfuerzo, el viaje, el tiempo y el coste valieron la pena.",
Corcovado National Park,"Ein absolut beeindruckendes Naturerlebnis! Der Corcovado-Nationalpark ist ein echtes Paradies für Naturliebhaber. Die Artenvielfalt ist atemberaubend – wir haben Tapire, Affen und viele bunte Vögel gesehen. Die Wanderungen durch den dichten Regenwald sind abenteuerlich, aber lohnenswert. Alles wirkt unberührt und wild, als wäre man in eine andere Welt eingetaucht.

Ein kleiner Wermutstropfen: Am Shop vor Ort muss man für Getränke wie Kaffee und Snacks extra zahlen – nur Wasser ist inklusive. Bei dem hohen Preis der Tour hätten wir gehofft, dass zumindest eine freie Bedienung an Heißgetränken mit dabei ist.

Trotzdem: fünf Sterne für ein unvergessliches Erlebnis!",5.0,parque,google_maps,de,"¡Una experiencia natural absolutamente impresionante! El Parque Nacional Corcovado es un verdadero paraíso para los amantes de la naturaleza. La biodiversidad es impresionante: vimos tapires, monos y muchas aves coloridas. Las caminatas por la densa selva tropical son aventureras pero valen la pena. Todo parece intacto y salvaje, como si estuvieras inmerso en otro mundo.

Un pequeño inconveniente: en la tienda del hotel hay que pagar un suplemento por bebidas como café y snacks; sólo se incluye agua. Dado el alto precio del tour, esperábamos que al menos hubiera un servicio gratuito de bebidas calientes.

Sin embargo: ¡cinco estrellas para una experiencia inolvidable!",
Monteverde Country Lodge,"This place is disgusting. We arrived to rooms that were infested with insects, centipedes and other unidentifiable species. Our room smelled heavily of mold/ mildew. It was clear that the ceiling had mold and was painted over at some point. Smelled of chemical and bleach. It was extremely hot, no AC only a portable fan. Extremely noisy loud environment in which I had to call the front 4 times to assist with the situation.",1.0,alojamiento,google_maps,en,"Este lugar es asqueroso. Llegamos a habitaciones que estaban infestadas de insectos, ciempiés y otras especies no identificables. Nuestra habitación olía mucho a moho. Estaba claro que el techo tenía moho y fue pintado en algún momento. Olía a productos químicos y lejía. Hacía mucho calor, no había aire acondicionado, solo un ventilador portátil. Ambiente extremadamente ruidoso en el que tuve que llamar al frente 4 veces para ayudar con la situación.",
Monteverde Country Lodge,Un hotel de muy buena calidad y excelente servicio,5.0,alojamiento,google_maps,es,Un hotel de muy buena calidad y excelente servicio,
Monteverde Country Lodge,"No me gustó el hotel, nos dieron la habitación a las 14:00 pm cuando llegamos a las 11:00 am.|Nos dieron una habitación a pie de paso que se oía todo y se veía todo, les pedimos que nos las cambiaran y lo hicieron, nos dieron una más tranquila pero muy pequeña, bastante incómoda.|Eso sí, el personal del hotel fue amable pero no lo recomiendo en base a mi experiencia",,alojamiento,google_maps,es,"No me gustó el hotel, nos dieron la habitación a las 14:00 pm cuando llegamos a las 11:00 am.|Nos dieron una habitación a pie de paso que se oía todo y se veía todo, les pedimos que nos las cambiaran y lo hicieron, nos dieron una más tranquila pero muy pequeña, bastante incómoda.|Eso sí, el personal del hotel fue amable pero no lo recomiendo en base a mi experiencia",
Monteverde Country Lodge,"Where do I begin? I’ve travelled the world, slept in five-star suites and $5 beach huts, but nothing prepared me for this. I’m fairly certain I time-travelled back to the 1960s the moment I stepped inside this crumbling relic of a “hotel.” Except in the 60s, I imagine they at least changed the sheets. Here? Not so much. Ours were as fresh as a compost bin, complete with mystery stains and the faint aroma of regret.||||The toilet looked like it had survived three wars. It groaned louder than I did when I realised how much I’d paid for this experience. And speaking of paying, I’ve seen better facilities offered to illegal immigrants for free. I’ve paid for this dystopian hospitality experiment.||||Let’s talk wildlife: bugs everywhere. I’m talking the kind of insect party you’d expect in a David Attenborough documentary. It wasn’t just a room; it was an ecosystem. I half expected to be charged for the privilege of sleeping in a nature reserve. I wouldn’t let my dog sleep here!||||Breakfast? Oh yes, if you enjoy hunting for a clean plate and a free table like it’s a competitive sport, you’re in for a treat. There weren’t enough tables unless you enjoy playing musical chairs with other grumpy, sleep-deprived guests. I watched someone wipe a table with what I think was a sock. Or maybe it was a napkin. Hard to tell.||||Let’s widen this review and look at Costa Rica itself…Hugely overrated. It’s like they heard the phrase “Pura Vida” and decided to charge a premium for it. Want to see a waterfall that wouldn’t even qualify as a decent fountain in Europe? That’ll be $25 per person. Dual pricing is a thing here, locals pay less, tourists get rinsed. It’s not even subtle.||||And just when you thought you could escape the disappointment with some TV, everything’s dubbed in Spanish. Even the American channels. So unless you’re fluent or enjoy miming plotlines, good luck winding down at the end of your day. ||||This wasn’t a holiday. This was a slow-motion robbery of my time, money, and will to live. If annual leave had a refund policy, I’d be filing paperwork now.||||Avoid like the plague, unless the plague is also staying here. In that case, they may already be fully booked.",,alojamiento,google_maps,en,"¿Por dónde empiezo? Viajé por todo el mundo, dormí en suites de cinco estrellas y cabañas de playa de cinco dólares, pero nada me preparó para esto. Estoy bastante seguro de que viajé en el tiempo a la década de 1960 en el momento en que entré en esta reliquia en ruinas de un ""hotel"". Excepto en los años 60, imagino que al menos cambiaron las sábanas. ¿Aquí? No tanto. El nuestro estaba tan fresco como un contenedor de abono, con manchas misteriosas y un leve aroma a arrepentimiento. |||| El inodoro parecía haber sobrevivido a tres guerras. Gimió más fuerte que yo cuando me di cuenta de cuánto había pagado por esta experiencia. Y hablando de pagar, he visto mejores servicios ofrecidos a inmigrantes ilegales de forma gratuita. He pagado por este experimento de hospitalidad distópica.||||Hablemos de vida silvestre: insectos por todas partes. Me refiero al tipo de fiesta de insectos que esperarías en un documental de David Attenborough. No era sólo una habitación; era un ecosistema. Casi esperaba que me cobraran por el privilegio de dormir en una reserva natural. ¡No dejaría que mi perro duerma aquí!||||¿Desayuno? Oh, sí, si te gusta buscar un plato limpio y una mesa libre como si fuera un deporte competitivo, te espera un placer. No había suficientes mesas a menos que te gustara jugar a las sillas musicales con otros invitados gruñones y privados de sueño. Vi a alguien limpiar una mesa con lo que creo que era un calcetín. O tal vez fue una servilleta. Es difícil saberlo.||||Ampliemos esta reseña y miremos a la propia Costa Rica... enormemente sobrevalorada. Es como si escucharan la frase “Pura Vida” y decidieran cobrar una prima por ella. ¿Quieres ver una cascada que ni siquiera calificaría como una fuente decente en Europa? Serán $25 por persona. Aquí existe el doble precio: los lugareños pagan menos y los turistas se enjuagan. Ni siquiera es sutil.||||Y justo cuando pensabas que podrías escapar de la decepción con un poco de televisión, todo está doblado al español. Incluso los canales americanos. Entonces, a menos que hables con fluidez o disfrutes imitando tramas, buena suerte para terminar el día. |||| Esto no era un día festivo. Este fue un robo en cámara lenta de mi tiempo, dinero y ganas de vivir. Si las vacaciones anuales tuvieran una política de reembolso, estaría haciendo trámites ahora.||||Evitar como la peste, a menos que la plaga también se quede aquí. En ese caso, es posible que ya estén completos.",
Monteverde Country Lodge,"Estuvimos dos noches y nos trataron de lujo. El estació és muy confortable y se queden observar colibris en sis jardines, que tornen muy cuidado.
Para acceder al pueblo és importante disponer de vehiculo pròpia, que puedes aparcar dentro el complejo y cerca de tu habitacion. El espacio exterior de cada habitacion és estupendo.
Nosaltres estuvimos genial.",5.0,alojamiento,google_maps,es,"Estuvimos dos noches y nos trataron de lujo. El estació és muy confortable y se queden observar colibris en sis jardines, que tornen muy cuidado.
Para acceder al pueblo és importante disponer de vehiculo pròpia, que puedes aparcar dentro el complejo y cerca de tu habitacion. El espacio exterior de cada habitacion és estupendo.
Nosaltres estuvimos genial.",
Monteverde Country Lodge,"Buen descanso, las camas confortables. Personal muy amable. Pilla a desmano del pueblo, aunque no supone un gran problema. Permite entrada al spa del hotel Poco a Poco, recomendable visitarlo.",4.0,alojamiento,google_maps,es,"Buen descanso, las camas confortables. Personal muy amable. Pilla a desmano del pueblo, aunque no supone un gran problema. Permite entrada al spa del hotel Poco a Poco, recomendable visitarlo.",
Monteverde Country Lodge,This cute country lodge was exactly as advertised. Loved having the bar and restaurant right there and the staff was so friendly. Yes the room does not have AC which it says when booking it so that was not a surprise but at night it was surprisingly cool in the room. Would stay here again for sure!,5.0,alojamiento,google_maps,en,"Este lindo albergue rural era exactamente como se anunciaba. Me encantó tener el bar y el restaurante justo allí y el personal fue muy amable. Sí, la habitación no tiene aire acondicionado, como se indica al hacer la reserva, por lo que no fue una sorpresa, pero por la noche hacía sorprendentemente fresco en la habitación. ¡Me alojaría aquí de nuevo seguro!",
Monteverde Country Lodge,"Hübsch und bequem, aber seeeehr einsam gelegen. Tolle Möglichkeiten zum Zeitvertreib, zB Red Pool 👍",5.0,alojamiento,google_maps,de,"Bonita y cómoda, pero muy solitaria. Excelentes maneras de pasar el tiempo, p. Piscina Roja",👍
Monteverde Country Lodge,"La paredes son de papel, se escucha todo.  Necesita una reforma tanto en baños como en aislamiento. No tiene mosquitera y entran insectos en la habitación. Las habitaciones de la planta baja tienen humedad y olor. El desayuno aceptable....",,alojamiento,google_maps,es,"La paredes son de papel, se escucha todo.  Necesita una reforma tanto en baños como en aislamiento. No tiene mosquitera y entran insectos en la habitación. Las habitaciones de la planta baja tienen humedad y olor. El desayuno aceptable....",
Monteverde Country Lodge,"Typical country lodge with a nice atmosphere.  Rooms are spacious, clean and comfortable.  Upstairs rooms have a nice balcony overlooking the beautiful, well maintained garden.  Friendly service at reception.  |Breakfast is excellent, lots of choice.",,alojamiento,google_maps,en,"Típico albergue rural con un ambiente agradable.  Las habitaciones son espaciosas, limpias y cómodas.  Las habitaciones de arriba tienen un bonito balcón con vistas al hermoso y bien cuidado jardín.  Servicio amable en recepción.  |El desayuno es excelente, con mucha variedad.",
Monteverde Country Lodge,A little basic on rooms.walk down town and taxi back uphill cheap and easy,4.0,alojamiento,google_maps,en,"Un poco básico en las habitaciones. Camine por la ciudad y tome un taxi de regreso cuesta arriba, barato y fácil.",
Monteverde Country Lodge,The brown aesthetic looks rustic and homely but also makes the rooms a bit dark. The hotel in a fair spot in Monteverde with restaurants and shops a short walk away.,3.0,alojamiento,google_maps,en,"La estética marrón parece rústica y hogareña, pero también oscurece un poco las habitaciones. El hotel en un lugar justo en Monteverde con restaurantes y tiendas a pocos pasos de distancia.",
Monteverde Country Lodge,"Man(n) soll mal nicht vergessen wo man ist.
Mir hat das Hotel gefallen, hübsch aufgebaut, kleine Räumlichkeiten zum lesen.....
Wer hier hinkommt,weiß das es im Nebelwald liegt, 1500 m hoch.
Alles sauber , super Personal.
Frühstück ist voll ok. Alles da.
Wir hatten Glück, könnten 1 × im Innenhof frühstücken. Aber auch das Restaurant ist ansprechend. Abendessen gut,
Preise ,wie andere auch.
Was will man mehr.
Einziger Mangel, es ist sehr hellhörig.
Fazit: Wir waren zufrieden, hat uns gefallen.
Mai 2025",4.0,alojamiento,google_maps,de,"No debes olvidar dónde estás.
Me gustó el hotel, muy bien distribuido, pequeñas habitaciones para leer...
Cualquiera que venga aquí sabe que está en el bosque nuboso, a 1500 m de altura.
Todo limpio, personal estupendo.
El desayuno está completamente bien. Todo está ahí.
Tuvimos suerte y pudimos desayunar una vez en el patio. Pero el restaurante también resulta atractivo. Buena cena,
Precios como otros.
¿Qué más podrías querer?
El único inconveniente es que hace mucho ruido.
Conclusión: Quedamos satisfechos, nos gustó.
mayo 2025",
Monteverde Country Lodge,"Overall, a very good hotel — but with one “but”… The hotel grounds are nice, the staff is very friendly and helpful, and the breakfasts are good.
The “but” is the room choice. I picked a standard room, and that was a bit of a mistake. The room was very dark with tiny windows, no real place to sit, and most importantly, the walls seemed very thin with almost no sound insulation. So your sleep really depends on your neighbors. I had cheerful seniors — could have been worse :-)
I recommend booking a better room category — they looked nicer from the outside, with big windows or even a balcony.
The walk to the town center takes about 15–20 minutes, but keep in mind that Monteverde is quite hilly.",3.0,alojamiento,google_maps,en,"En general, un muy buen hotel, pero con un ""pero""... Los jardines del hotel son bonitos, el personal es muy amable y servicial, y los desayunos son buenos.
El “pero” es la elección de la habitación. Elegí una habitación estándar y fue un pequeño error. La habitación estaba muy oscura con ventanas pequeñas, no había un lugar real para sentarse y, lo más importante, las paredes parecían muy delgadas y casi no tenían aislamiento acústico. Entonces tu sueño realmente depende de tus vecinos. Tenía personas mayores alegres, podría haber sido peor :-)
Recomiendo reservar una categoría de habitación mejor: se veían mejor desde el exterior, con ventanas grandes o incluso un balcón.
La caminata hasta el centro de la ciudad dura entre 15 y 20 minutos, pero tenga en cuenta que Monteverde es bastante montañoso.",
Monteverde Country Lodge,"Great ambiance, location, staff service one of the best I have known for group reservations.  It’s very clean but unfortunately, last year, we encountered ourselves with an “alacrán” in the bedroom.
Delicious, fresh breakfast and the swimming pool service with Poco Poco hotel was a super service very appreciated for students groups like this one.",4.0,alojamiento,google_maps,en,"Gran ambiente, ubicación, servicio del personal, uno de los mejores que he conocido para reservas de grupos.  Está muy limpio pero lamentablemente el año pasado nos encontramos con un “alacrán” en el dormitorio.
El desayuno delicioso y fresco y el servicio de piscina del hotel Poco Poco fue un súper servicio muy apreciado por grupos de estudiantes como este.",
Monteverde Country Lodge,"Fijn hotel, met fijne kamers. Goed verzorgd complex met mooie tuin en veel zit/ligplekken. Ontbijt vonden we wel iets minder; minder keuze en iets mindere kwaliteit vergeleken met andere hotels tijdens de trips. Restaurant was ons een tikje te culinair, maar voldoende alternatieven in de buurt.",4.0,alojamiento,google_maps,nl,"Bonito hotel, con bonitas habitaciones. Complejo bien mantenido con hermoso jardín y muchas áreas para sentarse/descansar. Encontramos el desayuno un poco menos; menos opciones y una calidad ligeramente inferior en comparación con otros hoteles durante los viajes. El restaurante era demasiado culinario para nosotros, pero había muchas alternativas cerca.",
Monteverde Country Lodge,"Very well maintained Hotel with friendly employees, cleaned rooms and nice gardens.
The restaurant is worth a visit, i suggest to try beef burger.

Only negative was the noise insulation between the rooms seems to be not very good.",4.0,alojamiento,google_maps,en,"Hotel muy bien mantenido con empleados amables, habitaciones limpias y bonitos jardines.
Vale la pena visitar el restaurante, sugiero probar la hamburguesa de ternera.

Lo único negativo fue que el aislamiento acústico entre las habitaciones no parece ser muy bueno.",
Monteverde Country Lodge,"We’re not thrilled with the room, but the grounds are great and the staff is friendly.  There is plenty of road noise but at night it’s pretty quiet.
The room was basic and the bed and bedding seemed old. There’s a huge amount of banging pipes whenever someone turns off the hot water. The towels were clean, but not quite dry and there’s no AC to dry anything out because the climate is so mild but humid.
There’s a small tv with local channels, not sure what good that does foreigners. The ability to sign into our Netflix account would’ve been great. Another lodge that we stayed at in Costa Rica had that.
The breakfast included was very filling with lots of options, including what seem to be typical Costa Rican breakfast. Good coffee.",4.0,alojamiento,google_maps,en,"No estamos encantados con la habitación, pero los jardines son fantásticos y el personal es amable.  Hay mucho ruido de la carretera pero por la noche es bastante tranquilo.
La habitación era básica y la cama y la ropa de cama parecían viejas. Hay una gran cantidad de golpes en las tuberías cada vez que alguien cierra el agua caliente. Las toallas estaban limpias, pero no del todo secas y no hay aire acondicionado para secar nada porque el clima es muy templado pero húmedo.
Hay una pequeña televisión con canales locales, no estoy seguro de qué les sirve a los extranjeros. La posibilidad de iniciar sesión en nuestra cuenta de Netflix hubiera sido genial. Otro albergue en el que nos hospedamos en Costa Rica tenía eso.
El desayuno incluido fue muy abundante y tenía muchas opciones, incluido lo que parece ser un desayuno típico costarricense. Buen café.",
Monteverde Country Lodge,"Top experience. Very clean and well maintained rooms. Very spacious too.
The breakfast could be improved in terms of choices but everything freshly made.
Try the restaurant too. The best food we had in the area. Value for money also. 35USD/person for 2 burgers, 1 pizza, 2 glasses of wine and 2 margaritas. (Their burger is top)",4.0,alojamiento,google_maps,en,"Experiencia superior. Habitaciones muy limpias y bien mantenidas. Muy espacioso también.
El desayuno podría mejorarse en cuanto a opciones pero todo recién hecho.
Prueba el restaurante también. La mejor comida que tuvimos en la zona. Relación calidad-precio también. 35USD/persona por 2 hamburguesas, 1 pizza, 2 copas de vino y 2 margaritas. (Su hamburguesa es excelente)",
Monteverde Country Lodge,"Habitaciones amplias, pero poco aisladas. Se escucha todo, además tanto por la puerta como ventanas se filtra el aire. Trato del personal bueno, mención especial a Jennifer de recepción por su ayuda y explicaciones.",3.0,alojamiento,google_maps,es,"Habitaciones amplias, pero poco aisladas. Se escucha todo, además tanto por la puerta como ventanas se filtra el aire. Trato del personal bueno, mención especial a Jennifer de recepción por su ayuda y explicaciones.",
Monteverde Country Lodge,Un complejo hotelero muy completo en Monteverde. El restaurante tiene muy buen producto. El personal es encantador y muy atento. Si podemos volveremos a él.,5.0,alojamiento,google_maps,es,Un complejo hotelero muy completo en Monteverde. El restaurante tiene muy buen producto. El personal es encantador y muy atento. Si podemos volveremos a él.,
Monteverde Country Lodge,"It was a decent stay. The staff were friendly and helpful. The room was clean and comfortable. There was no fan or AC which would have been nice in the middle of the day, but by night it was cool.",4.0,alojamiento,google_maps,en,"Fue una estancia decente. El personal era amable y servicial. La habitación estaba limpia y cómoda. No había ventilador ni aire acondicionado, lo cual hubiera sido agradable a la mitad del día, pero por la noche hacía fresco.",
Monteverde Country Lodge,"We had a fantastic stay here! We were celebrating our 30th wedding anniversary and the team here made it special for us with a sweet sign and chocolate covered strawberries. Quiet location, spacious rooms and an amazing breakfast buffet. The happy hour was fun too. We would certainly stay here again.",5.0,alojamiento,google_maps,en,"¡Tuvimos una estancia fantástica aquí! Estábamos celebrando nuestro 30 aniversario de bodas y el equipo lo hizo especial para nosotros con un cartel dulce y fresas cubiertas de chocolate. Ubicación tranquila, habitaciones amplias y un desayuno buffet increíble. La hora feliz también fue divertida. Sin duda nos alojaríamos aquí de nuevo.",
Monteverde Country Lodge,We spent 1 night. Great cozy hotel. Really friendly staff. Would recommend if in area.,5.0,alojamiento,google_maps,en,Pasamos 1 noche. Gran hotel acogedor. Personal realmente amable. Lo recomendaría si está en la zona.,
Monteverde Country Lodge,"Staff is nice. Onsite restaurant which has goood food. It’s little far from town 10 min walk. Bathroom was nice. Need little update.
No AC but provide fan. Colour out side front desk is dull need nice painting so it can look
Modern.",4.0,alojamiento,google_maps,en,"El personal es agradable. Restaurante en el lugar que tiene buena comida. Está un poco lejos del pueblo a 10 minutos a pie. El baño estaba bien. Necesita poca actualización.
No hay aire acondicionado, pero proporciona ventilador. El color de la recepción es aburrido y necesita una buena pintura para que se vea bien.
Moderno.",
Monteverde Country Lodge,"Très bon hôtel.  Très propre, bien entretenu.  Verre de bienvenue à l'arrivée et personnel accueillant et à l'écoute Petit déjeuner Très copieux. Accès à la piscine et au spa de Poco a poco.",5.0,alojamiento,google_maps,fr,"Muy buen hotel.  Muy limpio, bien mantenido.  Bebida de bienvenida a la llegada y personal acogedor y atento. Desayuno muy generoso. Acceso a piscina y spa de Poco a poco.",
Monteverde Country Lodge,Amazing service. Abby was so gracious and so helpful. A great place to stay. Great food.,5.0,alojamiento,google_maps,en,Servicio increíble. Abby fue muy amable y muy servicial. Un gran lugar para quedarse. Buena comida.,
Monteverde Country Lodge,"Really nice lodge that is well taken care of. Staff speak in multiple languages and are willing to help interpret or give advice on food and tours. Abigail was super helpful booking us tours and ordering pizza when we were back.
Breakfast was good with lots of options, the only complaint would be because of the strong winds it was hard to sleep with the branches loudly banging against the building.",4.0,alojamiento,google_maps,en,"Realmente bonito albergue que está bien cuidado. El personal habla varios idiomas y está dispuesto a ayudar a interpretar o dar consejos sobre comida y excursiones. Abigail fue muy servicial al reservarnos tours y pedir pizza cuando regresamos.
El desayuno era bueno y con muchas opciones, la única queja sería que debido a los fuertes vientos era difícil dormir con las ramas golpeando fuertemente contra el edificio.",
Monteverde Country Lodge,asustan en las noches,1.0,alojamiento,google_maps,es,asustan en las noches,
Monteverde Country Lodge,"It's a 3 star establishment but does everything required. The building is a little run down and basic but the grounds are pretty and well kept.
Small staff so they can be slow and you may have to queue for assistance.
It's also a bit outside town you'll need a vehicle to get anywhere.",3.0,alojamiento,google_maps,en,"Es un establecimiento de 3 estrellas pero hace todo lo necesario. El edificio está un poco deteriorado y es básico, pero los jardines son bonitos y están bien cuidados.
Hay poco personal, por lo que pueden ser lentos y es posible que tengas que hacer cola para recibir ayuda.
También está un poco fuera de la ciudad, necesitarás un vehículo para llegar a cualquier parte.",
Monteverde Country Lodge,"En la habitacion se escucha todo lo de la de al lado, hace mucho frío y el agua caliente no funcionaba. El personal lo arregló rápido, nos ofreció otra habitación y pedimos un calefactor para poder dormir bien y arreglaron el agua caliente.",1.0,alojamiento,google_maps,es,"En la habitacion se escucha todo lo de la de al lado, hace mucho frío y el agua caliente no funcionaba. El personal lo arregló rápido, nos ofreció otra habitación y pedimos un calefactor para poder dormir bien y arreglaron el agua caliente.",
Catarata Río Fortuna,You have to go down 500 steps and then back up 500 steps. Wear water shoes bc the rocks are slick; the fish are big too!,5.0,parque,google_maps,en,Tienes que bajar 500 escalones y luego retroceder 500 escalones. Use zapatos para el agua porque las rocas están resbaladizas; ¡Los peces también son grandes!,
Catarata Río Fortuna,Beautiful fall. Surprise to see fishes swimming with people.It is a little charllenge to climb back from the bottom.,4.0,parque,google_maps,en,Hermosa caída. Sorpresa al ver peces nadando con la gente. Es un pequeño desafío volver a subir desde el fondo.,
Catarata Río Fortuna,"This place is awesome. Totally worth the walk down the stairs and the walk back up. Make sure to bring clothes suitable to jump into the water (and a towel too). The jump into the water was so refreshing. Wonderful place for pictures, especially when you get to the bottom and are on the rocks.",5.0,parque,google_maps,en,"Este lugar es asombroso. Vale la pena bajar las escaleras y volver a subir. Asegúrate de llevar ropa adecuada para saltar al agua (y también una toalla). El salto al agua fue muy refrescante. Maravilloso lugar para tomar fotografías, especialmente cuando llegas al fondo y estás sobre las rocas.",
Catarata Río Fortuna,Pretty waterfall. Lame we couldn't swim under it but still pretty,5.0,parque,google_maps,en,"Bonita cascada. Es lamentable que no pudiéramos nadar debajo de él, pero aún así es bonito.",
Catarata Río Fortuna,Me ha encantado. 509 escalones. Es mejor ir a primera hora ya que habrá menos gente pero tampoco es un gran problema. Podrás hacerte fotos sin problemas. Hay una zona también para bañarse no donde está la cascada sino al lado. Visita obligada. De 10,5.0,parque,google_maps,es,Me ha encantado. 509 escalones. Es mejor ir a primera hora ya que habrá menos gente pero tampoco es un gran problema. Podrás hacerte fotos sin problemas. Hay una zona también para bañarse no donde está la cascada sino al lado. Visita obligada. De 10,
Catarata Río Fortuna,Had a wonderful time!,5.0,parque,google_maps,en,¡Lo pasé de maravilla!,
Catarata Río Fortuna,"Ein Wasserfall, den man sich in dieser Umgebung anschauen muss. Unten glasklares Wasser, das zum Baden einlädt. Eine Security ist vor Ort. Der Weg mit 500 Stufen nach unten bzw. auch wieder noch oben setzt allerdings eine körperliche Grundfitness voraus. Touristen mit Herzvorerkrankungen sollten dies beherzigen und im Zweifel oben bleiben.",5.0,parque,google_maps,de,"Una cascada que tienes que ver en esta zona. Debajo hay un agua cristalina que invita a nadar. La seguridad está en el sitio. Sin embargo, el camino con 500 escalones de bajada y subida requiere una condición física básica. Los turistas con enfermedades cardíacas preexistentes deben tomar esto en serio y, en caso de duda, mantenerse a la vanguardia.",
Catarata Río Fortuna,"Very beautiful waterfall that is geared toward tourists. There’s decent amount of parking with nice restrooms, restaurant, and a shop, and you don’t have to purchase tickets in advance. There’s a view of the waterfall from up top if you or someone visiting cannot take the stairs down (lots of stairs), but it’s well maintained and relatively easy as long as you are physically capable. When you get to the waterfall, you have the option to go further and climb over rocks to get closer to the water and swim as well.",5.0,parque,google_maps,en,"Cascada muy hermosa que está dirigida a turistas. Hay una cantidad decente de estacionamiento con buenos baños, un restaurante y una tienda, y no es necesario comprar boletos con anticipación. Hay una vista de la cascada desde arriba si usted o alguien que la visita no puede bajar las escaleras (muchas escaleras), pero está bien mantenido y es relativamente fácil siempre que sea físicamente capaz. Cuando llegues a la cascada, tienes la opción de ir más lejos y escalar rocas para acercarte al agua y nadar también.",
Catarata Río Fortuna,"El lugar es hermoso, las instalaciones amplias y limpias.",5.0,parque,google_maps,es,"El lugar es hermoso, las instalaciones amplias y limpias.",
